ID,Occupant,Address,City,State,ZipCode,FIPS,Phone,Publisher,Year
2010516058,JENELLE'S,307 FRONT ST,NEW HAVEN,CT,06513,09009,2036242233,InfoGroup,2010
2010516059,GRAND SMOKING SHOP,311 GRAND AVE,NEW HAVEN,CT,06513,09009,2039096944,InfoGroup,2010
2010516060,COLUMBUS FAMILY ACADEMY,255 BLATCHLEY AVE,NEW HAVEN,CT,06513,09009,2036912500,InfoGroup,2010
2010516061,FAMILY DAY CARE LLC,78 LANCRAFT ST,NEW HAVEN,CT,06513,09009,2034688785,InfoGroup,2010
2010516062,JEPSON MAGNET SCHOOL,15 LEXINGTON AVE,NEW HAVEN,CT,06513,09009,2036912900,InfoGroup,2010
2010516065,B & G RESTORATIONS LLC,118 QUINNIPIAC AVE,NEW HAVEN,CT,06513,09009,2039096500,InfoGroup,2010
2010516066,PANICCIA CONSTRUCTION CORP LLC,297 PECK ST,NEW HAVEN,CT,06513,09009,2037724353,InfoGroup,2010
2010516067,SILVER MOON DISTRIBUTORS,240 GRAND AVE,NEW HAVEN,CT,06513,09009,2037765501,InfoGroup,2010
2010516069,GLASS DOOR,310 FOXON BLVD,NEW HAVEN,CT,06513,09009,2034694073,InfoGroup,2010
2010516070,MCVAC ECOTAB LLC,481 GRAND AVE,NEW HAVEN,CT,06513,09009,2034971960,InfoGroup,2010
2010516072,AAA ICE & DRY ICE,89 MAIN ST,NEW HAVEN,CT,06513,09009,2038655275,InfoGroup,2010
2010516073,GRAND ASSOCIATES LLC,103 GRAND AVE,NEW HAVEN,CT,06513,09009,2034673615,InfoGroup,2010
2010516074,MIKE'S LAWN CARE & LANDSCAPING,16 ROCK HILL RD,NEW HAVEN,CT,06513,09009,2032083806,InfoGroup,2010
2010516076,NEW HAVEN GRINDING CO INC,143 RIVER ST,NEW HAVEN,CT,06513,09009,2037761191,InfoGroup,2010
2010516077,YARD PROJECTS ETC,25 RUSSELL ST,NEW HAVEN,CT,06513,09009,2034680690,InfoGroup,2010
2010516078,C J FUCCI CONSTRUCTION INC,63 RUSSELL ST,NEW HAVEN,CT,06513,09009,2034697487,InfoGroup,2010
2010516079,DAVID J RYAN CO,493 RUSSELL ST,NEW HAVEN,CT,06513,09009,2034670620,InfoGroup,2010
2010516080,CHUCK & EDDIE'S USED AUTO PART,190 MIDDLETOWN AVE,NEW HAVEN,CT,06513,09009,2037778868,InfoGroup,2010
2010516081,KRALL OIL CO,1269 TOWNSEND AVE,NEW HAVEN,CT,06513,09009,2034661130,InfoGroup,2010
2010516082,URBAN AFFAIRS OFFICE,81 SALTONSTALL AVE,NEW HAVEN,CT,06513,09009,2037777279,InfoGroup,2010
2010516083,BELLA VISTA PHARMACY,321 EASTERN ST # 1,NEW HAVEN,CT,06513,09009,2034671683,InfoGroup,2010
2010516084,REGAN METAL CORP,102 CHAPEL ST,NEW HAVEN,CT,06513,09009,2036246871,InfoGroup,2010
2010516085,BELLA VISTA COIFFURES,321 EASTERN ST # 1,NEW HAVEN,CT,06513,09009,2034673560,InfoGroup,2010
2010516086,FOOD STOP LLC,339 EASTERN ST # 1,NEW HAVEN,CT,06513,09009,2034689548,InfoGroup,2010
2010516087,FAIR HAVEN MEDICAL GROUP,339 EASTERN ST # B,NEW HAVEN,CT,06513,09009,2034695331,InfoGroup,2010
2010516088,KENNETH BOROSON ARCHITECTS,315 PECK ST # B2,NEW HAVEN,CT,06513,09009,2036240662,InfoGroup,2010
2010516089,GRAND PAINT,451 GRAND AVE,NEW HAVEN,CT,06513,09009,2035625601,InfoGroup,2010
2010516090,SWAP SHOP,405 FOXON BLVD,NEW HAVEN,CT,06513,09009,2034678933,InfoGroup,2010
2010516091,LINCOLN FLOWER SHOP,22 E GRAND AVE,NEW HAVEN,CT,06513,09009,2034695067,InfoGroup,2010
2010516092,PRECISION TRANSMISSION LLC,417 QUINNIPIAC AVE,NEW HAVEN,CT,06513,09009,2034686597,InfoGroup,2010
2010516093,FAIR HAVEN COMMUNITY HEALTH,374 GRAND AVE,NEW HAVEN,CT,06513,09009,2037777411,InfoGroup,2010
2010516094,PHOENIX PRESS INC,15 JAMES ST,NEW HAVEN,CT,06513,09009,2038655555,InfoGroup,2010
2010516095,CONNECTICUT LAMINATING CO INC,162 JAMES ST,NEW HAVEN,CT,06513,09009,2037872184,InfoGroup,2010
2010516096,NEW HAVEN MASONRY & BUILDING,355 JAMES ST,NEW HAVEN,CT,06513,09009,2035626657,InfoGroup,2010
2010516097,CTTRANSIT,470 JAMES ST,NEW HAVEN,CT,06513,09009,2036240151,InfoGroup,2010
2010516098,PIZZA BY ROMANO'S,152 FERRY ST,NEW HAVEN,CT,06513,09009,2037891118,InfoGroup,2010
2010516102,NEW ILLUSIONS,95 HAVEN ST # 1,NEW HAVEN,CT,06513,09009,2034988853,InfoGroup,2010
2010516104,STAR DINER,585 LOMBARD ST,NEW HAVEN,CT,06513,09009,2035625582,InfoGroup,2010
2010516107,TURKISH ISLAMIC CULTURAL ASSOC,560 MIDDLETOWN AVE,NEW HAVEN,CT,06513,09009,2037864795,InfoGroup,2010
2010516108,EL JIBARO HAIRCUT,273 GRAND AVE,NEW HAVEN,CT,06513,09009,2037767309,InfoGroup,2010
2010516110,CHRIST DELIVERANCE CHURCH,12 ATWATER ST,NEW HAVEN,CT,06513,09009,2035620464,InfoGroup,2010
2010516113,F MARTONE CONSTRUCTION,231 GRAND AVE,NEW HAVEN,CT,06513,09009,2037890032,InfoGroup,2010
2010516114,SILVER MOON DISTRIBUTORS,275 POPLAR ST,NEW HAVEN,CT,06513,09009,2037730852,InfoGroup,2010
2010516115,NEW HAVEN FRIENDS MEETING,223 E GRAND AVE,NEW HAVEN,CT,06513,09009,2034687364,InfoGroup,2010
2010516116,CUHO OF NEW HAVEN,397 GRAND AVE,NEW HAVEN,CT,06513,09009,2036240462,InfoGroup,2010
2010516117,MC VAC ENVIRONMENTAL SVC INC,481 GRAND AVE # F,NEW HAVEN,CT,06513,09009,2034981427,InfoGroup,2010
2010516118,ONE ON ONE ADVERTISING INC,584 MIDDLETOWN AVE,NEW HAVEN,CT,06513,09009,2035626259,InfoGroup,2010
2010516119,POWERFLOW PILATES STUDIO,319 PECK ST # 2,NEW HAVEN,CT,06513,09009,2037760566,InfoGroup,2010
2010509998,FEDERAL BUREAU-INVESTIGATION,150 COURT ST,NEW HAVEN,CT,06510,09009,2037776311,InfoGroup,2010
2010509999,WIGGIN & DANA,265 CHURCH ST # 14,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2010
2010510000,LIBERRY,45 HIGH ST,NEW HAVEN,CT,06510,09009,2035030717,InfoGroup,2010
2010510001,MENEO & GOLDFIELD,234 CHURCH ST # 10,NEW HAVEN,CT,06510,09009,2037879222,InfoGroup,2010
2010510002,WIGGIN & DANA,265 CHURCH ST # 14,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2010
2010510003,SMALL BUSINESS ADMINISTRATION,900 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037876735,InfoGroup,2010
2010510004,WIGGIN & DANA,265 CHURCH ST # 14,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2010
2010510005,YALE UNIVERSITY STUDENT EMPL,246 CHURCH ST # 2,NEW HAVEN,CT,06510,09009,2034320167,InfoGroup,2010
2010510006,MURPHY MURPHY & NUGENT,234 CHURCH ST # 503,NEW HAVEN,CT,06510,09009,2037876711,InfoGroup,2010
2010510007,WIGGIN & DANA,265 CHURCH ST # 14,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2010
2010510008,BETTY G LEVY LAW OFFICES,234 CHURCH ST # MEZ,NEW HAVEN,CT,06510,09009,2037820225,InfoGroup,2010
2010510009,WIGGIN & DANA,265 CHURCH ST # 14,NEW HAVEN,CT,06510,09009,2034984400,InfoGroup,2010
2010510010,BETTY G LEVY LAW OFFICES,234 CHURCH ST # MEZ,NEW HAVEN,CT,06510,09009,2037820225,InfoGroup,2010
2010510011,SGAMBATI STEPHANIE L ESQ LLC,65 TRUMBULL ST # 1,NEW HAVEN,CT,06510,09009,2037772323,InfoGroup,2010
2010510012,DUNKIN' DONUTS,930 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037520299,InfoGroup,2010
2010510013,REID & RIEGE PC,195 CHURCH ST # 15,NEW HAVEN,CT,06510,09009,2034016147,InfoGroup,2010
2010510014,VIDEOLINE PRODUCTIONS,103 WHITNEY AVE # 1,NEW HAVEN,CT,06510,09009,2036247702,InfoGroup,2010
2010510015,SUSMAN DUFFY & SEGALOFF,59 ELM ST # 5,NEW HAVEN,CT,06510,09009,2036249830,InfoGroup,2010
2010510016,STLYE SHOE & APPAREL BOUTIQUE,26 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2036240007,InfoGroup,2010
2010510017,,263 CHURCH ST,NEW HAVEN,CT,06510,09009,2037777799,InfoGroup,2010
2010510018,YES BANK,994 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037865027,InfoGroup,2010
2010510019,LEVY LEFF & DE FRANK PC,129 CHURCH ST # 712,NEW HAVEN,CT,06510,09009,2037776887,InfoGroup,2010
2010510020,HUNTSMAN MEADE & PARTNERS,116 CROWN ST # 1,NEW HAVEN,CT,06510,09009,2037772009,InfoGroup,2010
2010510021,MISO JAPANESE RESTAURANT,15 ORANGE ST,NEW HAVEN,CT,06510,09009,2038486472,InfoGroup,2010
2010510022,STELLA BLUES LLC,204 CROWN ST,NEW HAVEN,CT,06510,09009,2037529764,InfoGroup,2010
2010510023,,15 YORK ST,NEW HAVEN,CT,06510,09009,2037854632,InfoGroup,2010
2010510024,RICE BRONCE,62 TRUMBULL ST # 2,NEW HAVEN,CT,06510,09009,2037721462,InfoGroup,2010
2010510025,,59 ELM ST,NEW HAVEN,CT,06510,09009,2039096173,InfoGroup,2010
2010510026,GILLIS LAW FIRM,265 CHURCH ST # 802,NEW HAVEN,CT,06510,09009,2035625104,InfoGroup,2010
2010510027,TAVELLA DESIGN,93 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2039096182,InfoGroup,2010
2010510028,WALTERS & ASSOC LLC,84 ORANGE ST # 3,NEW HAVEN,CT,06510,09009,2037761270,InfoGroup,2010
2010510029,KAROL'S CLEANING SVC,5645 WALLINGFORD TOWN,NEW HAVEN,CT,06510,09009,2037450893,InfoGroup,2010
2010510030,WACHOVIA SECURITIES,157 CHURCH ST # 11,NEW HAVEN,CT,06510,09009,2038653143,InfoGroup,2010
2010510031,PAUL B BAILEY ARCHITECTS LLC,110 AUDUBON ST,NEW HAVEN,CT,06510,09009,2037768888,InfoGroup,2010
2010510032,ECARG THERAPEUTIC BODYWORKS,262 STATE ST,NEW HAVEN,CT,06510,09009,2032856815,InfoGroup,2010
2010510033,YALE UNIVERSITY-CNGSTVE HEART,135 COLLEGE ST # 301,NEW HAVEN,CT,06510,09009,2037857191,InfoGroup,2010
2010510034,,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037649052,InfoGroup,2010
2010510035,BROWN WELSH & VOTRE PC,201 ORANGE ST,NEW HAVEN,CT,06510,09009,2034980651,InfoGroup,2010
2010510036,,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037649052,InfoGroup,2010
2010510037,A GRAND GOURMET,40 ORANGE ST,NEW HAVEN,CT,06510,09009,2035626464,InfoGroup,2010
2010510038,YALE EYE CTR,40 TEMPLE ST # 3B,NEW HAVEN,CT,06510,09009,2037852020,InfoGroup,2010
2010510039,LAZ PARKING LTD,417 STATE ST,NEW HAVEN,CT,06510,09009,2036248584,InfoGroup,2010
2010510040,YALE PULMONARY MEDICINE,333 CEDAR ST # 105LCI,NEW HAVEN,CT,06510,09009,2037854162,InfoGroup,2010
2010510041,BOTTEGA GIULIANA LLC,161 TEMPLE ST,NEW HAVEN,CT,06510,09009,2035628027,InfoGroup,2010
2010510042,YALE EYE CTR,40 TEMPLE ST # 3B,NEW HAVEN,CT,06510,09009,2037852020,InfoGroup,2010
2010510043,NACHT THEATRE CONSULTING LLC,312 AUDUBON CT,NEW HAVEN,CT,06510,09009,2037521566,InfoGroup,2010
2010510044,CHURCH & CHURCH,35 ELM ST # 2,NEW HAVEN,CT,06510,09009,2035620300,InfoGroup,2010
2010510045,YALE EYE CTR,40 TEMPLE ST # 3B,NEW HAVEN,CT,06510,09009,2037852020,InfoGroup,2010
2010510046,SIRIUS XM RADIO INC,310 ORANGE ST,NEW HAVEN,CT,06510,09009,2037529057,InfoGroup,2010
2010510047,,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037523100,InfoGroup,2010
2010510048,UNITED SHORELINE FCU,157 CHURCH ST,NEW HAVEN,CT,06510,09009,2037722279,InfoGroup,2010
2010510049,LITTLE THEATRE,1 LINCOLN WAY,NEW HAVEN,CT,06510,09009,2037823677,InfoGroup,2010
2010510050,YALE HEMATOLOGY,333 CEDAR ST,NEW HAVEN,CT,06510,09009,2037854744,InfoGroup,2010
2010510051,ART SPACE,220 COLLEGE ST,NEW HAVEN,CT,06510,09009,2037722709,InfoGroup,2010
2010510052,,60 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037523100,InfoGroup,2010
2010510053,CHOW,966 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037723002,InfoGroup,2010
2010516120,STAR SUPPLY CO,118 GANDO DR,NEW HAVEN,CT,06513,09009,2037722240,InfoGroup,2010
2010516121,DOMINIC F BALLETTO & ASSOC,724 MIDDLETOWN AVE,NEW HAVEN,CT,06513,09009,2037890075,InfoGroup,2010
2010516122,,319 PECK ST,NEW HAVEN,CT,06513,09009,2037875620,InfoGroup,2010
2010516123,MARK MOTORS,185 GRAND AVE,NEW HAVEN,CT,06513,09009,2038653009,InfoGroup,2010
2010516124,HOME TECH HEATING SVC,179 FARREN AVE,NEW HAVEN,CT,06513,09009,2034689017,InfoGroup,2010
2010516125,AVELLINO'S APIZZA,384 GRAND AVE,NEW HAVEN,CT,06513,09009,2037733333,InfoGroup,2010
2010516126,CORNER GROCERY,195 LLOYD ST,NEW HAVEN,CT,06513,09009,2037777459,InfoGroup,2010
2010516127,COPPERLINE PLUMBING,86 CHESTER ST,NEW HAVEN,CT,06513,09009,2032487373,InfoGroup,2010
2010516129,FERRY'S TIRE CTR,267 FERRY ST,NEW HAVEN,CT,06513,09009,2037770062,InfoGroup,2010
2010516131,BOROSON-FALCONER,315 PECK ST # 2,NEW HAVEN,CT,06513,09009,2037520040,InfoGroup,2010
2010516132,TNT DELI,1514 QUINNIPIAC AVE,NEW HAVEN,CT,06513,09009,2034674448,InfoGroup,2010
2010516133,RENT AMERICA,318 GRAND AVE,NEW HAVEN,CT,06513,09009,2037872222,InfoGroup,2010
2010516134,SWEET HOPE PLAIN FWB CHURCH,59 FARREN AVE,NEW HAVEN,CT,06513,09009,2034699094,InfoGroup,2010
2010516138,ALLISON HEIT TIROZZI INSURANCE,103 GRAND AVE # B,NEW HAVEN,CT,06513,09009,2034673615,InfoGroup,2010
2010516139,B C'S DELI & GROCERY STORE,177 FERRY ST,NEW HAVEN,CT,06513,09009,2038658291,InfoGroup,2010
2010516140,G I PACKAGE STORE,282 FERRY ST,NEW HAVEN,CT,06513,09009,2036244606,InfoGroup,2010
2010516141,DUNKIN' DONUTS,291 FERRY ST,NEW HAVEN,CT,06513,09009,2037822837,InfoGroup,2010
2010516143,RITE AID,325 FERRY ST,NEW HAVEN,CT,06513,09009,2037770695,InfoGroup,2010
2010516144,NEW HAVEN FIRE FIGHTERS CU,350 FERRY ST,NEW HAVEN,CT,06513,09009,2036240939,InfoGroup,2010
2010516145,PASQUARIELLO ELECTRIC CORP,297 PECK ST,NEW HAVEN,CT,06513,09009,2037871061,InfoGroup,2010
2010516146,NEW HAVEN FIREFIGHTERS,350 FERRY ST,NEW HAVEN,CT,06513,09009,2038656597,InfoGroup,2010
2010516147,CREATIVE STONE & TILE,355 JAMES ST,NEW HAVEN,CT,06513,09009,2036241882,InfoGroup,2010
2010516148,ROCCO'S PASTRY SHOP,432 FERRY ST,NEW HAVEN,CT,06513,09009,2038651187,InfoGroup,2010
2010516149,NAPO SUPERMARKET,552 FERRY ST,NEW HAVEN,CT,06513,09009,2037829044,InfoGroup,2010
2010516150,LIFE HAVEN INC,447 FERRY ST,NEW HAVEN,CT,06513,09009,2037766208,InfoGroup,2010
2010516151,MOE LOVES UNISEX BARBER SHOP,302 LOMBARD ST,NEW HAVEN,CT,06513,09009,2037899939,InfoGroup,2010
2010516152,CESTARO & SONS INC,477 FERRY ST,NEW HAVEN,CT,06513,09009,2036247895,InfoGroup,2010
2010516153,ELM CITY CONGREGATIONS,81 SALTONSTALL AVE # 1,NEW HAVEN,CT,06513,09009,2037871090,InfoGroup,2010
2010516154,TITA'S HAIRBRAIDING & BEAUTY,218 FARREN AVE # 1,NEW HAVEN,CT,06513,09009,2034688646,InfoGroup,2010
2010516155,PIZZA PLUS INC,565 FERRY ST,NEW HAVEN,CT,06513,09009,2037760493,InfoGroup,2010
2010516156,PACO'S HIS & HERS SALON,93 GRAND AVE,NEW HAVEN,CT,06513,09009,2037731800,InfoGroup,2010
2010516157,AMERICAN SIGN INC,614 FERRY ST,NEW HAVEN,CT,06513,09009,2036242991,InfoGroup,2010
2010516158,B & M QUALITY DELICATESSEN,644 FERRY ST,NEW HAVEN,CT,06513,09009,2038652647,InfoGroup,2010
2010516159,LOWE'S,115 FOXON BLVD,NEW HAVEN,CT,06513,09009,2034683068,InfoGroup,2010
2010516160,BAKER'S PACKAGE STORE,646 FERRY ST,NEW HAVEN,CT,06513,09009,2035620959,InfoGroup,2010
2010516161,KFC,451 FOXON BLVD,NEW HAVEN,CT,06513,09009,2034662556,InfoGroup,2010
2010516162,FARNAM-NEIGHBORHOOD HOUSE,162 FILLMORE ST,NEW HAVEN,CT,06513,09009,2035629194,InfoGroup,2010
2010516163,TACO BELL,355 FOXON BLVD,NEW HAVEN,CT,06513,09009,2034692105,InfoGroup,2010
2010516164,WAGON WHEEL CAFE,20 FARREN AVE,NEW HAVEN,CT,06513,09009,2034674000,InfoGroup,2010
2010516165,ASIA GROCERY STORE LLC,20 FOXON BLVD,NEW HAVEN,CT,06513,09009,2034688745,InfoGroup,2010
2010516166,DIANA P & SONS,89 MAIN ST,NEW HAVEN,CT,06513,09009,2038655275,InfoGroup,2010
2010516167,ATLAS AUTO RECYCLING,159 MIDDLETOWN AVE,NEW HAVEN,CT,06513,09009,2036247985,InfoGroup,2010
2010516168,SARNO IMPORTS,121 GRAND AVE,NEW HAVEN,CT,06513,09009,2037772201,InfoGroup,2010
2010516170,ELMAR FILTER CORP,72 BLATCHLEY AVE,NEW HAVEN,CT,06513,09009,2036241708,InfoGroup,2010
2010516171,FAIR HAVEN FURNITURE LLC,72 BLATCHLEY AVE,NEW HAVEN,CT,06513,09009,2037763099,InfoGroup,2010
2010516172,ST ROSE'S CHURCH,115 BLATCHLEY AVE,NEW HAVEN,CT,06513,09009,2038656149,InfoGroup,2010
2010516175,REPRESENTATIVE MICHAEL LAWLOR,3 ATWATER ST,NEW HAVEN,CT,06513,09009,2034699725,InfoGroup,2010
2010516177,ROUTE 80 PACKAGE STORE,397 FOXON BLVD,NEW HAVEN,CT,06513,09009,2034693220,InfoGroup,2010
2010516184,HARTY INTEGRATED SOLUTIONS,25 JAMES ST,NEW HAVEN,CT,06513,09009,2035625112,InfoGroup,2010
2010516188,ST ANDREW'S CHILD CARE CTR,1230 TOWNSEND AVE,NEW HAVEN,CT,06513,09009,2034699000,InfoGroup,2010
2010516190,CONN SURPLUS CARPET & BLIND,1269 TOWNSEND AVE,NEW HAVEN,CT,06513,09009,2034677517,InfoGroup,2010
2010516194,BREWERY SQUARE APARTMENTS,1 BREWERY SQ,NEW HAVEN,CT,06513,09009,2037768426,InfoGroup,2010
2010516196,CYCLONE MICRO SYSTEMS INC,370 JAMES ST,NEW HAVEN,CT,06513,09009,2037865536,InfoGroup,2010
2010516202,AMERICAN MEDICAL RESPONSE,58 MIDDLETOWN AVE,NEW HAVEN,CT,06513,09009,2035624104,InfoGroup,2010
2010516204,ATWATER SENIOR CTR,26 ATWATER ST,NEW HAVEN,CT,06513,09009,2039468558,InfoGroup,2010
2010516205,BELLA VISTA SENIOR CTR,339 EASTERN ST # 319,NEW HAVEN,CT,06513,09009,2039468552,InfoGroup,2010
2010510054,DEROSE SANDRA M PHD,100 CROWN ST,NEW HAVEN,CT,06510,09009,2037875381,InfoGroup,2010
2010510055,DOWNTOWN AT THE TAFT,261 COLLEGE ST,NEW HAVEN,CT,06510,09009,2036246331,InfoGroup,2010
2010510056,LODGE NET ENTERTAINMENT,155 TEMPLE ST,NEW HAVEN,CT,06510,09009,2037724385,InfoGroup,2010
2010510057,,35 ELM ST # 2,NEW HAVEN,CT,06510,09009,2035620041,InfoGroup,2010
2010510058,J K HARRIS & CO,900 CHAPEL ST # 620,NEW HAVEN,CT,06510,09009,2030001111,InfoGroup,2010
2010510059,BASTA,1006 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037721715,InfoGroup,2010
2010510060,KITCHEN TABLE,128 CROWN ST,NEW HAVEN,CT,06510,09009,2037875422,InfoGroup,2010
2010510061,US POST OFFICE,754 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037827007,InfoGroup,2010
2010510062,RETAIL OPTIMIZATION INC,139 ORANGE ST,NEW HAVEN,CT,06510,09009,2037724681,InfoGroup,2010
2010510063,CAMILLION SPA SVC,262 STATE ST,NEW HAVEN,CT,06510,09009,2038481999,InfoGroup,2010
2010510064,COG STATE LTD,195 CHURCH ST # 10,NEW HAVEN,CT,06510,09009,2037735010,InfoGroup,2010
2010510065,CENTER OF THE WORLD TOURS,129 CHURCH ST # 410,NEW HAVEN,CT,06510,09009,2037777444,InfoGroup,2010
2010510066,CONNECTICUT ALCOHOL MONITORING,234 CHURCH ST,NEW HAVEN,CT,06510,09009,2037739133,InfoGroup,2010
2010510067,DSL NET,400 STATE ST,NEW HAVEN,CT,06510,09009,2037760329,InfoGroup,2010
2010510068,CETRULO & CAPONE LLP,195 CHURCH ST # 11,NEW HAVEN,CT,06510,09009,2039096498,InfoGroup,2010
2010510069,CARDIOLOGY ASSOCIATES,40 TEMPLE ST # 6A,NEW HAVEN,CT,06510,09009,2037892272,InfoGroup,2010
2010510070,MANUFACTURERS ASSOCIATION,900 CHAPEL ST,NEW HAVEN,CT,06510,09009,2037876735,InfoGroup,2010
2010510071,NEW HAVEN SHREDDING & RECORDS,205 CHURCH ST,NEW HAVEN,CT,06510,09009,2034933595,InfoGroup,2010
2010510072,DUNKIN' DONUTS,81 CHURCH ST,NEW HAVEN,CT,06510,09009,2037890337,InfoGroup,2010
2010510073,,20 YORK ST # CB-2041,NEW HAVEN,CT,06510,09009,2036884740,InfoGroup,2010
2010510074,ESICROSE CO,129 CHURCH ST,NEW HAVEN,CT,06510,09009,2037890375,InfoGroup,2010
2010510075,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036885474,InfoGroup,2010
2010510076,,60 TEMPLE ST # 5,NEW HAVEN,CT,06510,09009,2037855913,InfoGroup,2010
2010510077,TEMPLE RECOVERY CARE CTR,229 GEORGE ST,NEW HAVEN,CT,06510,09009,2034983203,InfoGroup,2010
2010510078,DUNKIN' DONUTS,54 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037890380,InfoGroup,2010
2010510079,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036889743,InfoGroup,2010
2010510080,DUNKIN' DONUTS,770 CHAPEL ST # 3,NEW HAVEN,CT,06510,09009,2037890660,InfoGroup,2010
2010510081,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036885495,InfoGroup,2010
2010510082,YALE-MEDICAL GROUP,333 CEDAR ST # 105LCI,NEW HAVEN,CT,06510,09009,2036885864,InfoGroup,2010
2010510083,NINIS BISTRO,40 ORANGE ST,NEW HAVEN,CT,06510,09009,2035626464,InfoGroup,2010
2010510084,CHASE,153 COLLEGE ST,NEW HAVEN,CT,06510,09009,2037724994,InfoGroup,2010
2010510085,CUTTING EDGE CONCEPTS II,116 CROWN ST,NEW HAVEN,CT,06510,09009,2037890862,InfoGroup,2010
2010510086,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2010
2010510087,COLLEGE CONVENIENCE & DELI,258 COLLEGE ST,NEW HAVEN,CT,06510,09009,2037850104,InfoGroup,2010
2010510088,TOTAL CARE HNS LLC,97 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037774900,InfoGroup,2010
2010510089,AKAL SECURITY INC,141 CHURCH ST,NEW HAVEN,CT,06510,09009,2037892032,InfoGroup,2010
2010510090,EARLY LUDWICK SWEENEY STRAUSS,265 CHURCH ST # 1101,NEW HAVEN,CT,06510,09009,2037777799,InfoGroup,2010
2010510091,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2010
2010510092,YALE OCCUPATIONAL & ENVIRO MED,135 COLLEGE ST # 3,NEW HAVEN,CT,06510,09009,2037854197,InfoGroup,2010
2010510093,GUNN ALLEN FINANCIAL,139 ORANGE ST # 302,NEW HAVEN,CT,06510,09009,2037850408,InfoGroup,2010
2010510094,ROSS INSTITUTIONAL INVESTORS,33 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2035628700,InfoGroup,2010
2010510095,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036884748,InfoGroup,2010
2010510096,123 GRAPHICS PROMOTIONS,220 STATE ST,NEW HAVEN,CT,06510,09009,2038482143,InfoGroup,2010
2010510097,,234 CHURCH ST # 300,NEW HAVEN,CT,06510,09009,2034989091,InfoGroup,2010
2010510098,KUMON MATH & READING CTR,101 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037829449,InfoGroup,2010
2010510099,MILLS LAW FIRM,1 WHITNEY AVE # 201,NEW HAVEN,CT,06510,09009,2037764500,InfoGroup,2010
2010510100,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882222,InfoGroup,2010
2010510101,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882222,InfoGroup,2010
2010510102,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882222,InfoGroup,2010
2010510103,POT-AU-PHO LLC,77 WHITNEY AVE,NEW HAVEN,CT,06510,09009,2037762248,InfoGroup,2010
2010510104,CIRELLO & VESICCHIO LLC,142 TEMPLE ST # 201,NEW HAVEN,CT,06510,09009,2039074030,InfoGroup,2010
2010510105,CONNECTICUT GASTROENTEROLOGY C,40 TEMPLE ST # 4A,NEW HAVEN,CT,06510,09009,2037770304,InfoGroup,2010
2010510106,YALE UNIVERSITY,157 CHURCH ST # 9,NEW HAVEN,CT,06510,09009,2034325436,InfoGroup,2010
2010510107,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036882619,InfoGroup,2010
2010510108,,20 YORK ST,NEW HAVEN,CT,06510,09009,2036885303,InfoGroup,2010
2010510109,MET LIFE,129 CHURCH ST # 820,NEW HAVEN,CT,06510,09009,2037766381,InfoGroup,2010
2010510110,,20 YORK ST,NEW HAVEN,CT,06510,09009,2037274979,InfoGroup,2010
2010510111,YALE UNIVERSITY CONFERENCE SVC,55 WHITNEY AVE # 402,NEW HAVEN,CT,06510,09009,2034320465,InfoGroup,2010
2010516206,YALE UNIVERSITY SCHOOL OF MED,35 PARK ST,NEW HAVEN,CT,06513,09009,2037852791,InfoGroup,2010
2010516208,YALE UNIVERSITY SCHOOL OF MDCN,35 PARK ST,NEW HAVEN,CT,06513,09009,2037852956,InfoGroup,2010
2010516209,SURACI METAL FINISHING,90 RIVER ST,NEW HAVEN,CT,06513,09009,2036241345,InfoGroup,2010
2010516210,NEW HAVEN POLICE DEPT,295 BLATCHLEY AVE,NEW HAVEN,CT,06513,09009,2039467377,InfoGroup,2010
